此房满两年无抵押 中间层采光好 有钥匙随时可看,https://mas.lianjia.com/ershoufang/103118703786.html,东湖瑞景 佳山,3室2厅,137.3,南 北,155.0,11290
落地窗、阳光房、精装修，这套顶复撩起你的购买欲！,https://mas.lianjia.com/ershoufang/103118565066.html,映翠花园五村 安民,4室3厅,74.25,南,79.0,10640
金海岸大平墅   5室2厅3卫  纯毛坯 3代人居住佳选,https://mas.lianjia.com/ershoufang/103118144037.html,金海岸名邸 采石,5室2厅,283.62,南 北,245.0,8639
房子全新，楼层好采光好户型好各种..,https://mas.lianjia.com/ershoufang/103118608267.html,秀山湖壹號 霍里,3室2厅,86.55,南,121.0,13981
瑞祥家园 精装 三房 多层2楼 不靠马路,https://mas.lianjia.com/ershoufang/103118531674.html,瑞祥家园 桃园,3室2厅,115.6,南 北,106.0,9170
融邦领秀国际 3室2厅 南,https://mas.lianjia.com/ershoufang/103118739937.html,融邦领秀国际 霍里,3室2厅,84.78,南,60.0,7078
金桥雅苑 3室2厅 南 北,https://mas.lianjia.com/ershoufang/103118750866.html,金桥雅苑 霍里,3室2厅,95.13,南 北,62.0,6518
伟星壹号院 3室2厅 南,https://mas.lianjia.com/ershoufang/103118801141.html,伟星壹号院 霍里,3室2厅,110.09,南,180.0,16351
精装修小三房，满两年，中间楼层,https://mas.lianjia.com/ershoufang/103118636112.html,深业华府春天里 安民,3室2厅,88.73,南,135.0,15215
映翠景苑 3室2厅 南 北,https://mas.lianjia.com/ershoufang/103118802346.html,映翠景苑 安民,3室2厅,106.87,南 北,90.0,8422
中丞国宾府一楼4房 南院子+下复式，采光无遮挡,https://mas.lianjia.com/ershoufang/103118797698.html,中丞国宾府 佳山,4室2厅,131.8,南,210.0,15934
勤奋村，两室，满五唯一， 生活便利,https://mas.lianjia.com/ershoufang/103118834120.html,勤奋村 雨山,2室1厅,60.54,南 北,25.5,4213
户型好  环境佳  小区封闭式管理  居住安全,https://mas.lianjia.com/ershoufang/103114242285.html,湖滨丽景 未知商圈,3室1厅,93.37,南,63.0,6748
为你而选、、、、、、、为你而家、、、、、、、、,https://mas.lianjia.com/ershoufang/103118371484.html,花山路205号 塘西,3室1厅,87.73,南,49.0,5586
东方城三期 精装洋房 中间层 拎包入住 满两年 有钥匙,https://mas.lianjia.com/ershoufang/103118071995.html,朝辉东方城三区 霍里,3室2厅,114.19,南 北,175.0,15326
印象欧洲 满五 中上楼层 精装三室 房东诚心出售,https://mas.lianjia.com/ershoufang/103117367973.html,印象欧洲 佳山,3室2厅,93.63,南,120.0,12817
此房满二 中上楼层 采光不挡 权属清晰 诚心出售,https://mas.lianjia.com/ershoufang/103118403892.html,深业华府春天里 安民,3室1厅,111.62,南 西南,149.8,13421
安粮二期精装三房全天采光满2年好楼层随时看房,https://mas.lianjia.com/ershoufang/103118580415.html,安粮秀山城市广场二期 霍里,3室2厅,105.87,南,148.0,13980
东城蓝湾中间楼层大三房，全天采光！有钥匙随时看房,https://mas.lianjia.com/ershoufang/103118565395.html,东城蓝湾 当涂县,3室2厅,123.83,南 北,75.0,6057
泰和天成 2室2厅 南,https://mas.lianjia.com/ershoufang/103118558724.html,泰和天成 佳山,2室2厅,87.88,南,104.0,11835
鑫福家园 3室1厅 南,https://mas.lianjia.com/ershoufang/103118533950.html,鑫福家园 佳山,3室1厅,95.24,南,79.0,8295
东方天骏九珑湾 3室2厅 南,https://mas.lianjia.com/ershoufang/103118624282.html,东方天骏九珑湾 佳山,3室2厅,103.29,南,125.0,12102
此房满五不唯一，此房位置优越，闹中取静，直视新亚,https://mas.lianjia.com/ershoufang/103118635618.html,大北庄 桃园,2室1厅,56.68,南,32.0,5646
此房满二唯一，税费少，南北通透，格局好，采光充足。,https://mas.lianjia.com/ershoufang/103118706745.html,尚海城 当涂县,2室2厅,82.65,南 北,32.0,3872
沙塘路 人民医院北面 多层三楼 宜居好楼层 底价售,https://mas.lianjia.com/ershoufang/103118719055.html,沙塘路 沙塘,2室1厅,50.04,南,31.0,6196
精装 家电齐全 拎包入住 钥匙在手 随时看房,https://mas.lianjia.com/ershoufang/103118769027.html,万达公寓 安民,1室0厅,40.43,南,28.5,7050
房是多层的，生活便利，交通方便,https://mas.lianjia.com/ershoufang/103115679084.html,朱家塘小区 解放路,3室1厅,70.1,南,40.8,5821
钟鼎悦城 3室2厅 南,https://mas.lianjia.com/ershoufang/103117934228.html,钟鼎悦城 安民,3室2厅,121.8,南,156.0,12808
金山嘉苑二区 2室2厅 南,https://mas.lianjia.com/ershoufang/103118813473.html,金山嘉苑二区 未知商圈,2室2厅,82.18,南,53.0,6450
金瑞新村三村，低楼层，满五年唯一住房,https://mas.lianjia.com/ershoufang/103115323965.html,金瑞新城三村 江东,3室1厅,106.09,南,61.5,5797
深业华府三室 两房朝南 东边户 视野佳,https://mas.lianjia.com/ershoufang/103118345906.html,深业华府春天里 安民,3室2厅,116.76,东 南,162.0,13875
配套成熟，户型方正，业主诚心出售,https://mas.lianjia.com/ershoufang/103117064796.html,中丞国宾府 佳山,4室2厅,131.8,南 北,191.0,14492
"西塘名苑 三室,低楼层，随时看房",https://mas.lianjia.com/ershoufang/103118137865.html,西塘名苑 佳山,3室2厅,113.42,南,88.0,7759
牡丹园，三房朝南户型，双阳台，适合一家居住,https://mas.lianjia.com/ershoufang/103115528107.html,牡丹园 桃园,3室1厅,126.85,南,125.0,9855
城北金山湖500米，楼层在中间全天采光充足。看房方便,https://mas.lianjia.com/ershoufang/103114524204.html,金色里程 当涂县,3室2厅,93.31,南 北,55.0,5895
精装两房 万达商圈 中上楼层采光好,https://mas.lianjia.com/ershoufang/103118836071.html,碧溪花园 佳山,2室1厅,75.54,南,61.0,8076
地质新村 3室2厅 南 北,https://mas.lianjia.com/ershoufang/103118836481.html,地质新村 解放路,3室2厅,86.27,南 北,25.0,2898
师苑小区一楼带院子的两房，拎包入住，房东诚意出售。,https://mas.lianjia.com/ershoufang/103118789622.html,师苑新村 桃园,2室1厅,71.07,南 北,96.0,13508
此房是新科技 智能房源 室内恒温恒湿，24小时供热水。,https://mas.lianjia.com/ershoufang/103118806801.html,大溪地伊顿庄园 雨山,3室2厅,97.57,南,115.0,11787
海外海名仕苑！私家庭院！宽境别墅 精装入住,https://mas.lianjia.com/ershoufang/103114261523.html,海外海名仕苑 解放路,6室4厅,231.52,南,578.0,24966
一楼可以围个小院子.满2年，精装领包住,https://mas.lianjia.com/ershoufang/103117227489.html,花和佳苑东区 霍里,3室2厅,101.81,北,75.0,7367
小区好位置，前后双阳台户型，房东诚意出售、随时看房,https://mas.lianjia.com/ershoufang/103114280322.html,新里西斯莱公馆 霍里,3室2厅,104.09,南,138.0,13258
国际华城二村 2室2厅 南,https://mas.lianjia.com/ershoufang/103118111553.html,国际华城二村 霍里,2室2厅,101.34,南,118.0,11644
丰收佳苑三房婚房精装修，保养好，采光无遮挡,https://mas.lianjia.com/ershoufang/103115998523.html,丰收佳苑 霍里,3室2厅,105.27,南,88.0,8360
绿地二期  西边户  户型方正  满五唯一,https://mas.lianjia.com/ershoufang/103118459334.html,新里·维多利亚公馆 霍里,3室2厅,126.01,南,146.5,11627
此房满五唯一，精装修，拎包入住。,https://mas.lianjia.com/ershoufang/103114348115.html,碧桂嘉苑 解放路,3室2厅,114.58,南,132.0,11521
丰收佳苑三区3室两厅一卫 纯毛坯 采光好,https://mas.lianjia.com/ershoufang/103116740584.html,丰收佳苑 霍里,3室2厅,104.86,南,78.0,7439
小区中间，新空毛坯，中上楼层，采光视野好，有钥匙。,https://mas.lianjia.com/ershoufang/103118377107.html,和泰国际花园 桃园,2室2厅,94.26,南,146.0,15490
伟星蓝山中间楼层满二精装修带车位,https://mas.lianjia.com/ershoufang/103116458274.html,伟星蓝山半山墅 佳山,3室2厅,100.0,南,125.0,12500
