碧宸西海岸 3室2厅 南 北,https://fcg.lianjia.com/ershoufang/105109660461.html,碧宸西海岸 港口区,3室2厅,125.88,南 北,49.5,3933
有房产证，价格划算高铁商圈交通配套齐全，生活便利！,https://fcg.lianjia.com/ershoufang/105109644481.html,四通八达国际广场A区 港口区,3室1厅,121.16,北 南,50.0,4127
广西防城港龙光阳光海岸四期海景房，，，，，，,https://fcg.lianjia.com/ershoufang/105107337617.html,龙光阳光海岸四期 港口区,3室2厅,101.5,西南,50.0,4927
三生观邸 3室2厅 东南,https://fcg.lianjia.com/ershoufang/105103203447.html,三生观邸 港口区,3室2厅,106.12,东南,38.2,3600
防城港阳光海岸中间楼层简单装修三室,https://fcg.lianjia.com/ershoufang/105106533507.html,龙光·阳光海岸一期 港口区,3室2厅,121.21,南 北,57.5,4744
中央第一街 3室2厅 南,https://fcg.lianjia.com/ershoufang/105109179898.html,中央第一街 港口区,3室2厅,98.77,南,53.0,5367
小区环境好户型方正附加面积多房屋无抵押首付轻松,https://fcg.lianjia.com/ershoufang/105108693411.html,正茂·顶秀港湾 港口区,3室2厅,119.08,东南,67.0,5627
龙光·阳光海岸一期 2室2厅 南 北,https://fcg.lianjia.com/ershoufang/105109545972.html,龙光·阳光海岸一期 港口区,2室2厅,75.36,南 北,42.0,5574
埠上桃源  品质小区 精装修 拎包入住,https://fcg.lianjia.com/ershoufang/105109623400.html,埠上桃源 港口区,3室2厅,97.8,南,52.0,5317
防城港市港口区龙光阳光海岸小区,https://fcg.lianjia.com/ershoufang/105107871548.html,龙光阳光海岸三期 港口区,3室2厅,105.87,南 北,53.0,5007
荣华国际新城 三房装修带家具家电,https://fcg.lianjia.com/ershoufang/105109637064.html,荣华国际新城 港口区,3室2厅,125.64,南,57.0,4537
龙光阳光海岸四期 3室2厅 西南,https://fcg.lianjia.com/ershoufang/105109100495.html,龙光阳光海岸四期 港口区,3室2厅,113.05,西南,67.0,5927
翡翠园 3室1厅 南,https://fcg.lianjia.com/ershoufang/105109656700.html,翡翠园 港口区,3室1厅,113.06,南,63.0,5573
